course_uid,display_title_ko,display_title_en,primary_course_code,alias_course_codes,participating_departments,tags,credit_hours,lecture_hours,lab_hours,department_context,offered_2025_1,offered_2025_2,description,source_page_first_seen,raw_title_ko,raw_title_en
MA4205,고분자 합성,Polymer Synthesis,MA4205,,공과대학 | 신소재공학과,,3.0,3.0,0.0,신소재공학과,False,False,"이 과목은 대학교 3, 4학년 학생들을 대상으로 사슬 반응중합 및 단계 반응중합 등의 다양한 중합 방법들과 중합반응에서의 반응속도론과 반응 메카니즘의 차이를 이해하는 것을 목적으로 한다. 동시 에 다양한 중합 방법과 그 중합으로부터 합성된 고분자들을 소개하고 이들의 중합 특성을 알아본다.",159,고분자 합성,Polymer Synthesis
HS3803,포스트휴먼 셰익스피어,Posthuman Shakespeare,HS3803,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"이 강좌는 세계 문학의 고전 윌리엄 셰익스피어의 희곡 중 오늘날 비판적 포스트휴머니즘 (critical posthumanism)의 관점에서 중요한 시사성을 가지는 주요작들을 읽고, 이들 작품에 등장하는 (포스트)휴먼이 18-21세기까지 회화, 연극, 영화 등 다양한 미디어에서 어떻게 재현되 어 왔는가를 비교 토론함으로써, (1) 포스트휴먼의 개념과 비판적 포스트휴머니즘의 쟁점들을 이 해하고 (2) 그와 동시에 텍스트와 미디어에 대한 고급 문해력(literacy)과 비판적 사고력을 함양 하는 것을 목표로 한다.",111,포스트휴먼 셰익스피어,Posthuman Shakespeare
EC4304,전력전자 공학,Power Electronics,EC4304,,정보컴퓨팅대학 | 전기전자컴퓨터공학과,,3.0,3.0,0.0,전기전자컴퓨터공학과,True,False,Power electronics considers power conversion and its control by modulating power-semiconductors. This course aims at understanding the fundamental circuit operations in power electronics. Various fundamental circuits are introduced and explained with their steady-state operations.,123,전력전자 공학,Power Electronics
FE4304,전력전자공학,Power Electronics,FE4304,,융합기술원 | 에너지융합대학원,,3.0,3.0,0.0,에너지융합대학원,True,False,"전력전자공학은 전력반도체 제어를 통한 전력의 변환 및 제어를 다루는 분야로, 본 과목은 전력 전자공학의 기본적인 회로 동작 이 해를 목적으로 한다. 널리 사용되는 기본적인 전력변환 회로 들이 소개되고 그 동작원리는 정상상태 해석을 통해 이해하도록 한다.",191,전력전자공학,Power Electronics
GS1605,실용적 대화법,Practical English Discourse,GS1605,,기초교육학부 | 영어,,2.0,3.0,0.0,언어 선택,True,False,"This course provides the foundations for verbal communication in order to effectively maneuver within an English academic and professional environment. Key components of discourse such as asking questions, expressing opinions, compromising, contradicting, and generally navigating through English conversation will be introduced and further developed.",80,실용적 대화법,Practical English Discourse
GS1906,한국어 어휘연습,Practical Korean Vocabulary,GS1906,,기초교육학부 | 한국어,,0.0,3.0,0.0,언어 선택,False,False,"This course aims to help students better understand technical terminology in science and engineering by exploring the details of technical vocabulary and their Pure Korean, Sino-Korean or foreign Korean origins. In practice, students learn the importance of Korean prefixes and suffixes, and how they can be used to better understand key terminology in their research fields.",81,한국어 어휘연습,Practical Korean Vocabulary
MC4205,정밀설계원리,Principle of Precision Design,MC4205,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,True,False,"기계장치는 재료역학, 동역학, 진동, 제어, 계측센싱 및 열전달까지 여러가지 물리현상의 종합설 계로 항상 이루어지며, 이러한 커다란 장치가 엔진실린더, 크랭크샤프트, 카메라렌즈, 반도체등 의 정밀부품을 제조하기 위하여 서브미크론 수준의 초정밀 위치제어를 달성하기 위해 기본적인 설계 및 제어량 측정원리를 비롯하여, 위의 기계제조분야에서 장치 설계 시에 자주 등장하는 기 술주제에 대해 강론함으로써 학생들로 하여금 실험장치 설계를 비롯하여 실재 기계장치 개발에 필요한 설계 소양을 배양한다.",167,정밀설계원리,Principle of Precision Design
EV4209,전기화학,Principles and Applications of Electrochemistry,EV4209,,공과대학 | 환경·에너지공학과,,3.0,3.0,0.0,환경·에너지공학과,True,False,"이 수업에서는 산화와 환원이라는 전기화학의 기본원리를 이용하여 산업화된 분야를 설명하고자 한다. 구체적으로 에너지 및 반도체 공정에 사용되고 있는 전기도금, 오랜 역사가 있는 부식 및 방식, 전극을 이용한 폐수처리(촉매반응, 흡탈착 공정)와 살균공정, 미래의 에너지원인 화학전지 (연료전지, 수전해) 그리고 우리의 실생활에서 사용되고 있는 배터리 등을 소개할 예정이다.",177,전기화학,Principles and Applications of Electrochemistry
HS2724,거시경제학원론,Principles of Macroeconomics,HS2724,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,True,"이 과목은 국민소득, 실업, 이자율, 환율 및 인플레이션 같은 거시경제 변수의 결정 원리와 이들 변수 간의 상호관계를 이해하는 데 그 목적이 있다. 주요 내용은 국민소득 결정에 관한 기초이론, 경제성장에 영향을 미치는 요인, 개방경제의 거시경제, 재정정책과 통화정책, 인플레이션과 실업의 상충관계에 관한 것이다.",98,거시경제학원론,Principles of Macroeconomics
HS2750,경영학원론,Principles of Management,HS2750,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,True,False,"이 과목은 경영학의 입문과정으로서, 전략경영, 조직행위, 기업가정신 및 기술경영과 같은 경영학 의 심화과정을 배우기 위한 기초가 된다. 이 과목에서의 학습은 경영과 경영자에 대한 다양한 이 론과 실제사례들을 통하여 이루어지는데, 경영학을 처음으로 접하는 학생들은 이와 같은 새로운 정보들을 체계적으로 이해 및 습득할 수 있는 지식체계가 부족하다. 이 과목은 학생들이 이와 같 은 경영학에 대한 전반적인 지식체계를 갖추도록 하는 데에 그 목적이 있다.",100,경영학원론,Principles of Management
CH3210,현대 유기화학,Principles of Modern Organic Chemistry,CH3210,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,False,False,이 과정의 목적은 현대 유기화학과 관련이 있는 중요한 고급 주제를 탐구하는 것입니다. 학생들 은 유기화학의 현재 가능성과 응용에 대해 이해하게 됩니다.,146,현대 유기화학,Principles of Modern Organic Chemistry
MA4219,프린터블 일렉트로닉스,Printable Electronics,MA4219,,공과대학 | 신소재공학과,,3.0,3.0,0.0,신소재공학과,False,False,"The main purpose of this course is to understand basic concepts, mechanisms, and current issues in recent “Flexible and Printable Electronics”(FPEs), which utilizes novel metallic and semiconducting materials processed from solution. This course will cover the whole aspects for future FPEs, including flexible substrates, flexible and transparent electrodes, flexible encapsulation layer, printable photoactive layers, printable functional layers, and various printing technologies. After covering the basic issues for FPEs, this course will focus on the materials and device issues for ‘flexible and printable organic solar cells’ and ‘hybrid perovskite solar cells’.",160,프린터블 일렉트로닉스,Printable Electronics
EC3204,프로그래밍 언어 및 컴파일러,Programming Languages and Compilers,EC3204,,정보컴퓨팅대학 | 전기전자컴퓨터공학과,,3.0,3.0,0.0,전기전자컴퓨터공학과,False,False,"본 교과목에서는 프로그래밍 언어의 동작 원리를 이해함을 목표로 한다. 구체적으로 다루게 될 주제들은 언어 설계상의 요소들 (이름, 값, 타 입, 제어 흐롬 및 추상화), 구현 기술 (구문 분석, 의미 분석, 해석, 컴파일 및 최적화) 및 주요 언어 설계 패러다임 (순서중심, 물건중심, 함 수중 심l)들이다. 수업 과제를 통하여 프로그래밍 언어를 설계하고 및 구현하는 과정에서 발생하는 현 실적인 문제들을 직접 이해하도록 한다.",118,프로그래밍 언어 및 컴파일러,Programming Languages and Compilers
BS4216,단백질과 생명과학,Proteins in Life Sciences,BS4216,,생명·의과학융합대학 | 생명과학과,,3.0,3.0,0.0,생명과학과,True,False,"세포내에서 대부분의 기능을 수행하는 단백질의 생성, 성장, 변화, 이동, 분해 등 전 과정을 살 펴보고 세포내 단백질의 양적 및 질적 관리 기작 및 인간질병과의 연관성을 고찰한다.",185,단백질과 생명과학,Proteins in Life Sciences
HS2749,심리학과 삶,Psychology and Life,HS2749,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,True,"본 교과목을 통해 학생들은 심리학이 우리의 삶과 연결되어 있고, 우리가 일상의 삶에서 직면하 는 많은 도전에 적응하는 것을 돕는 데 중요한 역할을 할 수 있다는 것을 이해할 수 있다. 본 교과목은 시간 관리, 자아 정체성 확립, 인간관계의 성립과 유지, 건강한 삶의 습관 정립, 스트 레스 대처, 감정 문제 및 심리 장애 다루기 등의 삶의 도전 과제를 직면할 때 어떻게 심리학적 개념과 원리가 적용될 수 있는지를 다룬다.",99,심리학과 삶,Psychology and Life
HS4741,기술정보사회의 심리학,Psychology of Technology and information society,HS4741,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,True,False,"본 과목은 학생들에게 인간의 삶이 과학과 기술에 의해 어떠한 영향을 받는지에 대한 이해를 제 공하기 위하여 계획되었다. 본 교과의 주된 내용은 과학과 기술이 인간의 기본적 정보처리과정 에서부터 인터넷 중독, 사이버 왕따 등의 사회적 문제까지 얼마나 다양하게 인간의 마음과 행동 에 영향을 줄 수 있는지에 대한 연구를 소개하고 논의하는 것들이다. 본 수업은 수업자료를 미 리 숙지하고 실제 수업은 100% 토론 에 의해서 진행될 것이다.",112,기술정보사회의 심리학,Psychology of Technology and information society
HS3765,재정학,Public Finance,HS3765,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"재정학, 다른 말로 공공경제학은 가계와 기업 외의 제3의 경제주체인 정부의 행위에 대해 분석 하는 학문으로서, 다음 세 가지 측면에 관심을 둔다. 첫째, 정부가 어떤 행동을 하고 있으며, 그 행동은 어떤 의사결정과정을 거쳐 나오는지를 분석한다. 둘째, 정부의 행동이 경제에 어떤 결과 를 가져올지 예측한다. 셋째, 여러 정책대안들 중 어떤 것이 효율성과 형평성 측면에서 더 좋고 나쁜지를 평가한다. 이 과목에서는 공적 자원배분과 소득분배, 사회보험, 정부지출과 비용편익분 석, 조세제도와 국가재정 등에 관해 학습한다. 각 주제와 관련된 현실의 정책 문제들에 대한 생 생한 토론이 진행될 것이다.",109,재정학,Public Finance
BS2201,생명과학의 정량적 이해,Quantitative Life Science,BS2201,,생명·의과학융합대학 | 생명과학과,,2.0,2.0,0.0,생명과학과,False,True,생명현상에 대한 보다 깊은 이해를 위해서 분자 및 세포 시스템에 대한 정량적인 이해와 실험데 이터의 정량적 분석 기법이 필요하다. 이 교과목에서는 생명현상에 대한 정량적 분석으로 생명 시스템의 통합적 이해를 제공해준다.,182,생명과학의 정량적 이해,Quantitative Life Science
CH4212,양자화학,Quantum Chemistry,CH4212,,자연과학대학 | 화학과,,3.0,3.0,0.0,화학과,True,False,"양자화학강의는 고학년 학부 학생들에게 화학을 위한 고급양자역학 지식을 전달하고, 원자 및 분자 모델링을 위한 계산방법을 소개한 다. 처음 한두 주간의 강의에서는 기초 양자역학 개념을 복습하고, 이후에는 홑전자 원자, 다전자 원자, 두 원자로 된 분자, 나아가 일반적인 분자의 전 자구조를 이해하고 이를 위한 계산 방법을 다룬다.",147,양자화학,Quantum Chemistry
BS4218,리보핵산생물학,RNA Biology,BS4218,,생명·의과학융합대학 | 생명과학과,,3.0,3.0,0.0,생명과학과,False,False,"리보핵산의 기능, 작용원리 및 실험방법을 체계적으로 다룬다.",186,리보핵산생물학,RNA Biology
EC4210,랜덤 프로세스,Random Process,EC4210,,정보컴퓨팅대학 | 전기전자컴퓨터공학과,,3.0,3.0,0.0,전기전자컴퓨터공학과,True,True,"This course aims at providing the fundamental concepts of random processes for electrical engineering and computer science. Topics include probability and random variables; random processes and sequences; response of linear systems to random inputs; correlation; power spectral density; and specific random processes such as Wiener process, Poisson process, and Markov process. Students are expected to be able to apply the fundamental concepts of random process to the problems related with communication, signal processing, and networking research areas, upon completion of this course.",121,랜덤 프로세스,Random Process
HS3632,합리적 판단과 선택,Rational Judgement and Choice,HS3632,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,True,"귀납논리와 의사결정이론은 주어진 상황에서 증거에 비추어 어떤 믿음을 갖는 것이 합리적인지, 어떤 선택을 하는 것이 합리적인지를 다루는 분야이다. 본 강의는 먼저 귀납논리와 의사결정이 론을 소개한 후, 이들 분야의 기본적 가정과 실제적 응용을 살펴볼 것이다. 게임과 집단선택의 상황을 포함하여 의사결정 상황에서 발생하는 여러 퍼즐들을 검토함으로써 합리성에 대한 보다 나은 이해를 얻는 것이 교과 목표중 하나 다. 강의의 전반부는 담당 교수의 강의를 중심으로 후 반부는 발표와 토론을 중심으로 이루어질 것이다.",107,합리적 판단과 선택,Rational Judgement and Choice
HS3623,한문으로 읽는 동양고전,Reading Asian Classics,HS3623,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"동양철학고전 중에서 도가사상을 대표하는 장자를 통독하면서, 동양철학의 중요한 하나의 입장 을 이해하는 기회를 가질 것이다. 특히, 이번 철학고전강독 시간에는 장자를 단순히 철학적 이 론의 관점에서 이해하는데 머무르지 않고 사상을 표현하는 담론에 대한 상징 해석학의 가능성에 대해서도 토론할 것이다.",106,한문으로 읽는 동양고전,Reading Asian Classics
HS2511,현대시 읽기,Reading Contemporary Poetry,HS2511,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,True,"수강생들은 다양한 작품을 읽고 시의 구조와 언어에 대해 토론할 것이다. 다양한 시적 언어를 배우고 이해하게 될 것이며, 시적 사유의 전개 방식을 이해하게 될 것이다.",91,현대시 읽기,Reading Contemporary Poetry
HS3625,<노자> 사상의 이해,Reading Lao-zi,HS3625,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"인류 철학사에서 가장 중요한 고전의 하나로서, 동아시아인의 정신적기본 원리를 제시하는 <노 자>를 원전을 통해 천천히 읽어 나가는 수업이다. 원전을 읽어나가기 전에 노자 사상의 탄생 배 경과 사상의 원리 등, 배경적 지식을 간단히 언급한 후 바로 본문으로 들어가 번역과 해설을 덧 붙여 가면서 수업을 진행한다. 그러나 일방적인 해설에 그치지 않고, 계속된 질문과 대화, 토론 방식으로 강의가 진행될 것이다. 노자 사상의 이해를 통해 현대의 문제 파악과 바람직한 삶을 구상하고 실천하는 능력까지 배양하는 것을 목표로 삼는다.",106,<노자> 사상의 이해,Reading Lao-zi
HS3762,현대법사상 강독,Reading the Classics of Contemporary Legal Thoughts,HS3762,,기초교육학부 | PPE,,3.0,3.0,0.0,인문 선택,False,False,"본 교과는 법사상의 주요 현대적 고전들을 강독하는 교과이다. 주요 사상가들의 대표 저작들을 발췌하여 강독하고 해제하고자 한다. 학기별로 텍스트는 달리 선정될 수 있다. 주로 켈젠(Hans Kelsen)의 순수법학(The Pure Theory of Law), 하트(H.L.A. Hart)의 법의 개념 (The Concept of Law), 풀러(Lon L. Fuller)의 법의 도덕성(The Morality of Law), 드워킨(Ronald Dworkin) 법과 권리(Taking Rights Seriously), 법의 제국(Law's Empire) 등이 강독의 대상이 될 것이다. 그리하여 본 교과는 법사상 혹은 법철학에 대한 기초 소양 을 제공함은 물론, 고전 적 학술서를 정밀하게 독해해 나가는 훈련을 기회를 제공할 것이다.",109,현대법사상 강독,Reading the Classics of Contemporary Legal Thoughts
MM3201,해석학과 응용,Real Analysis and Applications,MM3201,,자연과학대학 | 수리과학과,,3.0,3.0,0.0,수리과학과,False,True,"실함수론의 체계적인 내용을 다루는 교과과정으로, 실수의 체계, 실함수의 극한, 연속, 미분, 적분과 리 만적분 외의 내용을 배운다. ε - δ 을 이용한 정리의 증명을 이해하고 해석학의 근본 개념을 배운다. 이 교과를 통하여 수학적/해석적 논리를 전개하고 증명을 독해/ 작문의 능력을 키운다. 더불어, 실함수 해 석학으로 가능한 응용을 학습한다.",150,해석학과 응용,Real Analysis and Applications
EV4222,대기질 연구 최신 동향,Recent Trends in Air Quality Studies,EV4222,,공과대학 | 환경·에너지공학과,,1.0,1.0,0.0,환경·에너지공학과,False,False,"본 과목은 대기질 연구에 있어 첨단 장비에 근거한 연구 최신 동향을 파악함으로서 세계적 수준 의 지식을 함양함은 물론, 이러한 연구 과정을 이해함으로서 협업과 건설적인 비판의 중요성을 인지하기 위해 개설되었다. 이를 통해 목적에 맞는 대기질 연구를 설계할 수 있고, 실질적인 연 구의 예를 통해 간단한 자료 분석 능력을 함양하고자 한다.",178,대기질 연구 최신 동향,Recent Trends in Air Quality Studies
GS2801,연구윤리,Research Ethics,GS2801,,기초교육학부 | GSC,,3.0,3.0,0.0,인문 선택,False,False,"With growing public support for research, researchers have clear obligations to conduct their work in a responsible manner. Researchers who report their work honestly, accurately, efficiently, and objectively earn public trust and, therefore, are far more likely to obtain additional grant funds. This course seeks to provide a practical overview of the rules, regulations, and professional practices that define the Responsible Conduct of Research(RCR). We will discuss conflicts of interest, laboratory safety, responsible grants management, and research misconduct. While this course was designed for graduate students in all disciplines, special consideration has been given to the needs of students in bio-related fields. The curriculum has been designed to provide students with an overall understanding of the most important responsibilities they may have as future researchers.",85,연구윤리,Research Ethics
GS2653,연구 윤리의 이해와 토론,Research Ethics:R&D(Reading & Discussion),GS2653,,기초교육학부 | 영어,,2.0,3.0,0.0,언어 선택,False,True,"This course provides a foundation to help students understand the various ethical issues affecting scientific research by: 1). surveying the historical origins of modern research ethics, 2). examining current issues and trends related to research ethics, and 3). reviewing case-studies of research misconduct. The purpose of the course is to provide a framework for students to make informed ethical decisions regarding their own research and publications.",85,연구 윤리의 이해와 토론,Research Ethics:R&D(Reading & Discussion)
GS1606,과학 기사 읽기,Research Reading in English,GS1606,,기초교육학부 | 영어,,2.0,3.0,0.0,언어 선택,False,True,"As students at a science and engineering research institute, GIST undergraduates will certainly encounter peer-reviewed research articles. This course is designed to prepare them for these advanced reading experiences and to give them confidence and familiarity with science article genres. The first half of the course focuses on articles from popular science magazines, emphasizing the structures that will be used in",80,과학 기사 읽기,Research Reading in English
HS3601,강대국의 흥망,Rise and Fall of the Great Powers,HS3601,,기초교육학부 | HUS,,3.0,3.0,0.0,인문 선택,False,False,"강대국에 대한 관심은 누구에게나 공통적이다. 역사학의 기본과목을 이수한 학생들과 함께, 역사적으로 세계 제국을 이루었던 나라들의 흥기, 쇠망의 역사를 요인별로 검토하여 본다. 특히 중세 이후 21세기 오늘에 이 르기 까지 강성했던 동서양 제국의 흥망형태를 문화, 군사, 경제, 해외확장의 면에서 살펴본다.",105,강대국의 흥망,Rise and Fall of the Great Powers
MC4237,로봇공학 및 비전,Robot Kinematics and Vision,MC4237,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,True,False,"본 과목에서는 강체 및 로봇의 기구학적 해석, 설계 그리고 3차원 컴퓨터 비전의 이해를 위해 필요한 기초적인 수학 지식들에 대해 공부한다. 3차원 공간 내에서 회전 및 직선 운동을 하는 강체의 수학적인 표현 방법, 상태 공간 및 자유도에 대한 개념, 로봇팔의 기구학적 및 동역학적 해석 등을 학습한다. 또한 강체 운동 표현법을 확장하여 카메라 위치 표현법, 카메라 캘리브레 이션 및 다중 관점 기하학 등의 카메라 영상 기하학에 적용해본다. 이후 3차원 컴퓨터 비전, 딥러닝 (NeRF) 등을 활용한 최신 로보틱스 연구 경향 및 흐름에 대해 간략히 살펴보는 시간을 갖는다.",171,로봇공학 및 비전,Robot Kinematics and Vision
IR4209,로봇제어,Robot control,IR4209,,정보컴퓨팅대학 | AI융합학과,,3.0,3.0,0.0,지능로봇 부전공,False,True,"이 과목은 로봇제어를 위한 기초 기반 이론을 강의한다. Deep Reinforcement Learning-based 제어뿐만 아니라 PID, Inverse Dynamics, Adaptive, Robust, Force/Impedance, Vision-based, Passivity-based 제어 같은 기본적인 주제를 다룬다.",135,로봇제어,Robot control
MC4204,로봇공학,Robotics,MC4204,,공과대학 | 기계로봇공학과,,3.0,2.0,2.0,기계로봇공학과,False,True,"로봇에 필요한 전반적인 이론들과 Actuator, Design, 센서, 동역학, 제어, AI, Navigation 등의 기술 이 소개된다. 로봇에 대 한 general view를 제공할 목적으로, 로봇 메커니즘뿐 아니라 관련 assistive technology (가령, 로봇을 위한 센싱과 액츄에이터, AI등을 활용한 로봇 intellingence)에 대해 학습한 다. 로봇 개발용 소프트웨어 프레임웍으로 이루어진 ROS(로봇 OS)를 주로 사용하며 6축 로봇 팔을 사 용한 다양한 응용(application)을 스스로 제작해보는 내용도 포함한다.",166,로봇공학,Robotics
IR4208,로봇 운동학,Robotics and Kinematics,IR4208,,정보컴퓨팅대학 | AI융합학과,,3.0,3.0,0.0,지능로봇 부전공,True,False,"본 강의에서는 간단한 4절링크, 다관절 로봇, 모바일 로봇, 모마일 매니퓰레이터, 휴머노이드로 봇들의 운동학 및 모션 생성 기술 을 증진시키는 것을 목적으로 한다. 따라서 닫힌 형태의 4절 링크 및 6절링크의 1자유도 및 5절 링크의 2자유도의 기구해석을 기초 로, 다자유도의 강체운 동, 속도해석, 정적 해석 등의 운동해석을 수행하고 다양한 로봇의 현장적용을 위한 인공지능기 반 지능형 운 동 생성기술을 포함한 강의를 진행한다.",135,로봇 운동학,Robotics and Kinematics
MC4235,회전익 공기역학,Rotary Wing Aerodynamics,MC4235,,공과대학 | 기계로봇공학과,,3.0,3.0,0.0,기계로봇공학과,False,False,"The first part of the course covers simple back-of-the envelop methods for sizing HELICOPTERS, selecting engines, laying out configuration, and predicting performance. Then we will cover more comprehensive tools for modeling rotor aerodynamics and design, rotor-airframe interactions, multi-body elastic dynamics, and aeroacoustic analysis.  We will cover fundamentals, applications, and advanced concepts.  The focus of the 2nd part will be directed to WIND ENGINEERING that covers atmospheric characteristics, atmospheric boundary layer, aerodynamics of wind turbines, blade shape for optimum rotor, modeling of wind induced loads, dynamic response of structures to wind loads, aeromechanics phenomena, wind turbine siting, computational wind engineering, control, grid integration, economics, and environmental aspects.",170,회전익 공기역학,Rotary Wing Aerodynamics
