course_code,applies_from_admission_year,applies_to_admission_year,is_offered,is_required,category_override,subcategory_override,counting_policy,term_recommendation,prerequisites,corequisites,remarks,source_handbook_year
GS2006,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=22,2020
EC2105,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC2102,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC2201,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC2103,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC2202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3212,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC2203,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC2204,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3201,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC2205,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC2206,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3203,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3204,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3205,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3204,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3206,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3206,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3207,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3207,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3212,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3208,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3214,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3209,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3215,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC3211,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3216,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC3218,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4204,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4203,2018,2020,TRUE,,,,,,,,course_type_raw=전공선택; department=; page=27,2020
MC4205,2018,2020,TRUE,,,,,,,,course_type_raw=전공선택; department=; page=27,2020
EC4204,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4206,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4205,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4208,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4206,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4209,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4207,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4211,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4208,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4209,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4212,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4210,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4213,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4211,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4215,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4212,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4216,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4213,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4219,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4214,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4215,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC4221,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4216,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC9101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4217,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC9102,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4218,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC9103,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4219,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
MC9104,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4301,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC4302,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC9101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EC9102,2018,2020,TRUE,,,,,,,,course_type_raw=연구; department=; page=27,2020
EC9103,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=27,2020
EV3101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA2101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3106,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA2102,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3111,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA2103,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4106,2018,2020,TRUE,,,,,,,,course_type_raw=전공필수; department=; page=28,2020
MA2104,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4107,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3104,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV2208,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3105,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV2209,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA2201,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV2210,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA2202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV2211,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3203,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3205,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3204,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3213,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3207,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3214,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3208,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3215,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3209,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3216,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3210,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3217,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA3211,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3219,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV3220,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4203,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4201,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4204,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4203,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4205,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4204,2018,2020,TRUE,,,,,,,,course_type_raw=전공선택; department=; page=28,2020
MA4207,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4205,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4208,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4209,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4209,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4211,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4211,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4212,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4212,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4213,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4213,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4214,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4214,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4215,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4215,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4216,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4217,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4217,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4218,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4218,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4221,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4219,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4222,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4220,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4223,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA4221,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV4224,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA9101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV9101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA9102,2018,2020,TRUE,,,,,,,,course_type_raw=연구; department=; page=28,2020
EV9102,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
MA9103,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
EV9103,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=28,2020
CT4101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM2001,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT4201,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM2002,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT4301,2018,2020,TRUE,,,,,,,,course_type_raw=필수 (I); department=; page=29,2020
MM2004,2018,2020,TRUE,,,,,,,,course_type_raw=필수 (I); department=; page=29,2020
CT4302,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM2011,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT2501,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4004,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT2502,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM3001,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT2503,2018,2020,TRUE,,,,,,,,course_type_raw=필수 (II); department=; page=29,2020
MM4002,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT2504,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM2006,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT2505,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM2007,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT2506,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM3012,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT4504,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM3015,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
CT4506,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4003,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
ET2101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4005,2018,2020,TRUE,,,,,,,,course_type_raw=수학; department=; page=29,2020
ET4102,2018,2020,TRUE,,,,,,,,course_type_raw=수학; department=; page=29,2020
ET4201,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4006,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
ET4302,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4007,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
ET4303,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4008,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
ET4304,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4009,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
ET4306,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4010,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
ET4501,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR4201,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4015,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR4202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4016,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR4203,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4017,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR4204,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR4205,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4018,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR4206,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MM4019,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR2201,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MD2101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR2202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR3202,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MD4101,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR3203,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MD4102,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
IR4207,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MD4301,2018,2020,TRUE,,,,,,,,course_type_raw=의생명; department=; page=29,2020
IR4208,2018,2020,TRUE,,,,,,,,course_type_raw=의생명; department=; page=29,2020
MD4302,2018,2020,TRUE,,,,,,,,course_type_raw=공학 부전공; department=; page=29,2020
IR4209,2018,2020,TRUE,,,,,,,,course_type_raw=공학 부전공; department=; page=29,2020
MD4303,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MD4501,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MD4502,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
MD4601,2018,2020,TRUE,,,,,,,,course_type_raw=; department=; page=29,2020
UC0901,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=40,2025
UC0903,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=40,2025
UC9331,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=40,2025
UC0038,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=40,2025
UC0039,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=40,2025
UC0201,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=40,2025
UC0202,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
UC0203,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
UC0204,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
UC0301,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
UC0613,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=선택; department=; page=40,2025
UC0615,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
UC0621,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
UC0623,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=40,2025
UC0624,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=40,2025
UC0629,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
UC0630,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
UC0631,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=40,2025
GS1001,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS2001,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=수학; department=; page=41,2025
GS2002,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=수학; department=; page=41,2025
GS2004,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS1401,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=전컴; department=; page=41,2025
GS1301,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS1302,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=생명; department=; page=41,2025
GS1311,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=기초; department=; page=41,2025
GS1101,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=41,2025
GS1103,2021,,TRUE,,,,,2025-1,,,course_type_raw=물리학; department=; page=41,2025
GS1111,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=41,2025
GS1201,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS1203,2021,,FALSE,,,,,,,,course_type_raw=화학; department=; page=41,2025
GS1211,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=화학; department=; page=41,2025
GS1213,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=41,2025
GS1511,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=41,2025
GS1512,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS1513,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=41,2025
GS1531,2021,,FALSE,,,,,,,,course_type_raw=글쓰기; department=; page=41,2025
GS1532,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=41,2025
GS1533,2021,,TRUE,,,,,2025-2,,,course_type_raw=언어; department=; page=41,2025
GS1535,2021,,TRUE,,,,,2025-2,,,course_type_raw=필수; department=; page=41,2025
GS1607,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=영어; department=; page=41,2025
GS2652,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=영어; department=; page=41,2025
GS1902,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS1903,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=한국어; department=; page=41,2025
GS1904,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS1490,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS1499,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=SW필수; department=; page=41,2025
GS0101,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS0201,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=41,2025
GS1901,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=41,2025
UC0902,2021,,TRUE,,,,,2025-2,,,course_type_raw=세미나필수; department=; page=41,2025
GS2408,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=42,2025
GS2409,2021,,TRUE,,,,,2025-2,,,course_type_raw=전컴; department=; page=42,2025
GS3401,2021,,TRUE,,,,,2025-2,,,course_type_raw=전컴; department=; page=42,2025
GS3402,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS1451,2021,,TRUE,,,,,2025-2,,,course_type_raw=소재; department=; page=42,2025
GS1431,2021,,FALSE,,,,,,,,course_type_raw=기계; department=; page=42,2025
GS1432,2021,,TRUE,,,,,2025-2,,,course_type_raw=기계; department=; page=42,2025
GS1471,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS2471,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS2472,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS2473,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS2474,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS2475,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS2476,2021,,TRUE,,,,,2025-2,,,course_type_raw=환경; department=; page=42,2025
GS2835,2021,,TRUE,,,,,2025-2,,,course_type_raw=환경; department=; page=42,2025
GS2836,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS2934,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS2935,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=42,2025
GS3804,2021,,TRUE,,,,,2025-1,,,course_type_raw=기초; department=; page=42,2025
GS4471,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS4472,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=42,2025
GS1304,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS1321,2021,,FALSE,,,,,,,,course_type_raw=생명; department=; page=42,2025
GS1322,2021,,TRUE,,,,,2025-2,,,course_type_raw=생명; department=; page=42,2025
GS4301,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS1102,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS1104,2021,,TRUE,,,,,2025-2,,,course_type_raw=물리; department=; page=42,2025
GS1112,2021,,TRUE,,,,,2025-2,,,course_type_raw=물리; department=; page=42,2025
GS2104,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS1202,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS1204,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS1205,2021,,FALSE,,,,,,,,course_type_raw=화학; department=; page=42,2025
GS1212,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=42,2025
GS2206,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS2806,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS2809,2021,,TRUE,,,,,2025-1,,,course_type_raw=기타; department=; page=42,2025
GS2811,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=42,2025
GS1605,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=43,2025
GS1606,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=43,2025
GS2651,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
GS2653,2021,,TRUE,,,,,2025-2,,,course_type_raw=영어; department=; page=43,2025
GS2654,2021,,FALSE,,,,,,,,course_type_raw=언어; department=; page=43,2025
GS2655,2021,,TRUE,,,,,2025-1,,,course_type_raw=선택; department=; page=43,2025
GS3651,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
GS1905,2021,,FALSE,,,,,,,,course_type_raw=한국어; department=; page=43,2025
GS1906,2021,,FALSE,,,,,,,,course_type_raw=한국어; department=; page=43,2025
GS1421,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=43,2025
GS1491,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=43,2025
GS1496,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
GS1497,2021,,FALSE,,,,,,,,course_type_raw=SW선택; department=; page=43,2025
GS1498,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
GS2420,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
GS2421,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=43,2025
GS2422,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=43,2025
HS2502,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=43,2025
HS2503,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=43,2025
HS2505,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
HS2506,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=43,2025
HS2507,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
HS2509,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
HS2510,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
HS2511,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=43,2025
HS2512,2021,,TRUE,,,,,2025-2,,,course_type_raw=; department=; page=43,2025
HS2521,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=43,2025
HS2522,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
HS2523,2021,,FALSE,,,,,,,,course_type_raw=; department=; page=43,2025
HS2524,2021,,FALSE,,,,,,,,course_type_raw=인문; department=; page=43,2025
HS2525,2021,,FALSE,,,,,,,,course_type_raw=HUS; department=; page=43,2025
HS2526,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=43,2025
HS2544,2021,,TRUE,,,,,2025-1;2025-2,,,course_type_raw=; department=; page=43,2025
HS2581,2021,,TRUE,,,,,2025-1,,,course_type_raw=; department=; page=43,2025
